,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_6.7_km,pop_below_18_6.7_km,pop_between_18_34_6.7_km,pop_between_34_65_6.7_km,pop_over_65_6.7_km,occupied_households_6.7_km,family_households_6.7_km,nonfamily_households_6.7_km,householder_less_than_high_school_6.7_km,householder_high_school_degree_6.7_km,householder_some_college_6.7_km,householder_bachelors_degree_6.7_km,older_than_3_in_school_6.7_km,older_than_3_not_in_school_6.7_km,not_high_school_grad_6.7_km,high_school_grad_6.7_km,employed_6.7_km,unemployed_6.7_km,not_in_labor_force_6.7_km,30_49_percet_income_to_rent_6.7_km,over_50_percent_income_to_rent_6.7_km,commuters_by_car_truck_van_6.7_km,commuters_by_car_truck_van_alone_6.7_km,commuters_by_car_truck_van_carpool_6.7_km,children_living_with_single_parents_6.7_km,private_sector_6.7_km,public_sector_6.7_km,self_employed_6.7_km,private_non-profit_6.7_km,unpaid_family_workers_6.7_km,households_social_security_income_6.7_km,households_SsI_6.7_km,households_retirement_income_6.7_km,housing_units_6.7_km,vacant_units_6.7_km,total_cars_6.7_km,concentrated_disadvantage_6.7_km,commute_time_6.7_km,median_household_income_6.7_km,average_household_size_6.7_km,population_density_6.7_km,median_house_value_6.7_km,ev_car_count_6.7_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway
78,AUI-10291,"4647 Marmion Way, Los Angeles, CA",34.0996444,-118.2054051,90042,6037185100,556316.6955,109080.9477,154463.1546,216768.0995,76004.49365,186028.8595,117794.5103,68234.3492,40427.49766,28643.07579,45223.95334,71734.33275,135450.3121,401735.0534,951.5698411,24435.93771,272682.0293,21641.11151,165277.9653,30239.26793,33094.60422,211046.4368,184517.914,26528.52276,30339.49503,178283.267,32619.04103,38918.61859,22441.79583,419.306766,45897.76375,17427.7787,18827.13093,197841.0276,11812.16807,346688.3957,0.003227193,30.92770379,75173.13864,2.896300631,10308.24834,681750.2834,6286.807989,18,27:10:00,10.89,141.677,2.225284741
79,AUI-10293,"7224 Valjean Ave, Los Angeles, CA",34.2019408,-118.4857003,91406,6037127400,559460.9088,125994.1058,149242.6068,218978.7877,65245.40849,181270.593,122384.6616,58885.93143,32795.30056,34465.65453,52763.2619,61246.37602,150522.3885,387883.2565,1014.207446,28746.21591,283243.0284,22157.56935,142281.394,30008.2491,36671.12742,229361.7168,202064.2484,27297.46839,33969.70578,195564.0028,24873.86106,46054.07677,16343.0849,408.0028702,39991.92511,12590.64815,17423.20668,188920.584,7649.991014,342912.7371,-0.287745121,32.00068601,78235.21528,3.134617192,10346.08497,613782.698,5453.421898,19,57:45:00,4.23,354.824,1.517975247
80,AUI-10280,"16501 Otsego St, Los Angeles, CA",34.1629382,-118.4926688,91436,6037139701,350287.9705,74900.04962,86178.38299,142387.443,46822.09487,127733.9306,80376.13198,47357.79859,15956.68687,19631.15468,36408.40268,55737.68634,85182.97522,252128.7738,536.3916925,15076.73775,183618.0507,13479.66512,86486.5778,20586.2792,23812.66879,147386.0396,131237.6734,16148.36617,19127.50118,122322.2108,14699.45152,35784.55673,10461.34858,350.4830355,29155.19142,7467.206647,12535.35552,134201.5424,6467.611824,244084.6872,-0.579670609,32.15866692,124590.4426,2.80064461,6470.816773,988159.7623,6333.201179,28,33:16:00,18.19,149.297,1.708948043
81,AUI-10277,"4424 Wesley Ave., Los Angeles, CA",34.0029364,-118.2876652,90037,6037232110,932741.3687,231215.6539,273717.9807,338550.2379,89257.49617,291106.9552,180104.734,111002.2212,99229.41807,61669.44671,72514.67424,57693.41616,267937.194,626476.9415,2793.835929,53461.67757,419353.7368,39224.0407,268675.5417,59380.01655,76390.47838,290401.2954,250837.596,39563.69939,89921.73944,302926.3694,37024.45106,56938.93154,22017.03785,446.9470029,61090.64135,28506.07864,24436.69389,311731.7718,20624.81657,512499.3289,0.717189582,33.46999282,44107.60527,3.170706635,17165.42877,458055.9882,3522.573555,36,45:27:00,89.72,225.828,1.288002764
82,AUI-10279,"18235 South Figueroa St, Los Angeles, CA",33.8654075,-118.2819881,90248,6037291300,394888.5903,90525.12824,94267.87767,154900.2011,55195.38327,121310.7926,89709.72918,31601.0634,20624.61401,24997.56876,40802.63448,34885.97533,103402.1414,276224.8725,794.8493525,20501.41122,185403.2484,14673.18671,115054.3977,14260.76341,15282.52516,159976.6518,142461.6309,17515.02084,22963.54437,132498.4414,25709.20742,16693.233,10145.10777,357.2588739,34666.52192,8994.669306,19335.35746,127178.989,5868.196462,231451.6599,0.038820744,29.68638065,68936.60404,3.335849679,7309.99712,421533.2143,2797.61971,15,15:46,2.63,72.048,3.552757669
83,AUI-10284,"15321 S Figueroa St, Los Angeles, CA",33.8921709,-118.283233,90248,6037291210,516485.8855,134362.8223,130827.5976,192169.3944,59126.07122,150656.1013,111521.2181,39134.88318,36156.34218,35321.09774,49215.88492,29962.77642,145796.8125,348935.0009,1427.090625,28513.40918,228294.2115,20392.80676,148984.4382,21177.44131,26604.72699,194230.6892,171523.0796,22707.60964,43440.95086,165094.5937,30292.79538,21727.32871,10795.9248,383.5689539,39960.34033,13461.72258,19912.259,157768.041,7111.939745,283018.3079,0.346373366,30.56581988,59630.3287,3.425589997,9539.749674,397505.6848,2317.539051,14,7:46,3.73,51.065,2.700534302
84,AUI-10283,"18401 Burbank Blvd, Los Angeles, CA",34.1720633,-118.5337705,91356,6037139401,336900.5874,71623.07112,82680.07035,136529.585,46067.86095,116093.5007,77265.51476,38827.98592,14729.37646,19085.52376,34380.64956,47897.9509,86541.57977,238836.1313,477.192415,15209.99931,173238.2642,11313.68868,88930.49372,16123.01698,19414.85556,141391.7951,125385.8371,16005.95795,18213.47568,116864.6558,14622.63273,31556.13418,9961.317757,233.5237318,28682.5589,7150.032341,12604.45346,122241.8507,6148.350041,222315.4459,-0.60467937,32.88465755,113434.2775,2.901337614,6220.298311,840906.9025,4924.476787,49,141:55:00,58.79,712.274,1.281231838
85,AUI-10286,"7245 Canoga Ave, Los Angeles, CA",34.202333,-118.597861,91303,6037134522,363862.5086,75805.96198,87285.18376,149532.3466,51239.01631,121537.7048,84276.06606,37261.6387,14398.87065,20950.3106,37440.4145,48748.109,92595.57924,258308.823,580.9695105,16869.37093,186597.2928,12103.95512,98668.67526,15161.81845,17743.9683,152277.4911,134191.3524,18086.13873,18320.03202,128683.0493,16037.47711,30230.53712,11326.55761,319.671667,32070.6329,7353.572717,14795.08679,127165.5424,5627.837661,232063.6277,-0.471138663,32.363051,91515.67462,2.893145917,6715.928364,637559.3755,3854.410674,32,35:18:00,14.29,186.003,0.900760772
86,AUI-10326,"5962 San Vicente Blvd, Los Angeles, CA",34.0567988,-118.3615579,90019,6037216900,733633.1383,124256.7185,219132.6256,295542.1883,94701.60583,316427.8452,146810.618,169617.2273,39084.50109,43057.84324,78411.47461,155874.0263,156095.0753,555069.3212,839.0626837,24103.47893,410452.6204,27757.73119,184027.272,60539.84275,68770.18793,299600.5218,275361.4437,24239.07818,35422.84678,273459.446,31585.09723,78324.7061,26458.87431,624.4967238,61217.3755,17669.60712,23935.74888,350382.0942,33954.24896,585896.4756,-0.0959598,29.05837773,86652.12924,2.388620703,13498.01135,1074586.414,9433.336738,19,49:47:00,12.74,247.75,2.102041969
87,AUI-10315,"14901 Rinaldi street, Los Angeles, CA",34.2793651,-118.45746,91345,6037109100,423865.3646,106249.9959,108979.8538,160731.999,47903.51591,110531.3731,87429.86739,23101.50572,31480.41558,25781.02627,28907.90488,24362.02638,120534.3825,287644.6626,804.9983807,24211.53036,199771.7306,14598.32843,116574.4366,12808.23895,16285.5178,168351.7111,144558.6158,23793.09526,24674.40083,139566.2683,21591.86899,25661.31289,12578.34667,373.9336888,29331.20123,8574.490101,14066.55016,114865.5689,4334.195747,207759.8114,-0.370407253,32.68849137,77621.21776,3.633145738,7822.238547,481112.4474,1897.295611,5,0:46,0,5.003,1.793460483
88,AUI-10282,"10455 W Magnolia Blvd, Los Angeles, CA",34.1651823,-118.3590241,91601,6037125310,392948.7424,70711.00849,107258.4347,163625.9958,51353.30346,156985.2767,87176.58329,69808.69341,18102.08393,23167.09978,47263.05108,68453.04192,87843.83185,293077.3287,430.1623643,14957.43081,210446.089,16375.3858,103491.2771,24778.53545,31496.95683,169878.3365,154999.2459,14879.09063,16849.02049,142991.2674,16751.64817,38408.10435,12064.99245,230.0766785,32042.02318,10359.25577,14428.40117,168252.7615,11267.4848,300274.5005,0.514995742,28.05976784,89253.39076,2.5301038,7274.29207,856507.8998,6581.810676,31,53:50:00,36.72,297.783,1.406205747
89,AUI-10308,"3117 Temple St., Los Angeles, CA",34.075306,-118.280769,90004-3624,6037195802,868235.6425,153043.021,287007.8937,330992.6092,97192.11867,330126.4777,162112.3799,168014.0978,72478.27166,53422.0962,75022.42303,129203.6868,207723.5022,633271.9549,1937.058927,37799.29169,456977.3265,37225.38955,237194.7507,74515.25869,81908.43538,296307.0667,262463.0663,33844.00043,53322.69844,314352.0605,30694.20422,81080.76565,30196.66892,653.6271747,59508.51766,26267.31987,17655.03417,362565.6925,32439.2148,584902.9344,0.671535383,29.66531145,60654.25513,2.587620505,16037.15774,766078.7759,7971.861274,186,484:40:00,68.33,2183.148,2.043804315
90,AUI-10314,"20124 Sherman Way, Los Angeles, CA",34.200408,-118.5718745,91371,6037134800,422311.6403,87180.81658,106849.3651,170708.1187,57573.34003,141721.1736,95955.95277,45765.22081,16788.2643,24383.42399,44364.96641,56184.51889,111638.149,296060.4181,609.6626152,20402.78587,217104.5547,14351.30318,113836.6377,18720.43373,22364.46664,177015.3306,156591.9404,20423.39021,21912.54522,148839.0232,19674.86897,34902.38013,13355.96778,332.3145858,36200.29716,8692.622063,16425.99239,148726.5351,7005.361494,270684.4991,-0.419254682,32.6511415,88014.55089,2.969753348,7792.900226,645386.5025,4134.505794,30,267:15:00,6.43,420.768,2.267881906
91,AUI-10309,"8245 Winnetka Ave, Los Angeles, CA",34.2198591,-118.5713659,91306-1630,6037134103,412789.8041,84713.54512,106375.2467,165569.884,56131.12832,135590.4791,93112.5075,42477.97163,16556.8116,23840.34219,43052.90563,52140.41971,111022.1603,287849.0605,643.9807251,21249.918,211876.2306,13662.65062,113049.2382,18003.86708,20835.72355,173088.1201,152420.8562,20667.26395,20607.71442,145613.7863,20132.49039,32367.18217,13417.39626,345.3754842,34932.09705,8368.255701,16180.1731,142128.6068,6538.127653,258709.0525,-0.41479987,32.35162823,85281.99644,2.993976747,7618.321256,594637.9124,3708.799358,37,56:17:00,24.28,360.482,2.205757177
92,AUI-10288,"1747 S Barrington Ave, Los Angeles, CA",34.04013,-118.4534103,90025,6037267501,466181.3697,70507.87602,151916.862,174863.7529,68892.87866,207109.8755,92520.13254,114589.7429,9764.275812,15839.73404,43626.37445,137879.4912,114521.9553,337808.1916,253.8024525,22505.46772,261150.7155,15974.67259,125965.9284,30741.97588,33272.61844,188865.1131,174458.0037,14407.10944,13589.56166,160760.2425,26730.32467,53172.35717,20036.07474,451.7163766,42893.23611,6833.807461,19416.86921,227825.9535,20716.07802,394541.5059,-0.387288265,26.04246752,130243.3444,2.332173979,9094.979625,1423836.733,11461.81334,28,130:57:00,54.91,673.095,1.27909641
93,AUI-10298,"10416 Irene St, Los Angeles, CA",34.0298337,-118.4116094,90034,6037269904,576969.315,90796.04289,183851.7625,221387.0902,80934.41941,250572.0384,116682.1345,133889.9039,16952.97965,22677.25349,60652.92171,150288.8836,140594.7458,418719.5695,401.5481109,27348.31343,320704.7808,19576.06049,155893.9895,38602.806,43269.1995,240577.2712,221652.5775,18924.69374,19817.36342,202651.9515,34010.47603,59093.74065,24384.79411,563.8185338,51976.60222,9657.924814,24859.82895,272803.8341,22231.79568,477146.0276,-0.15466706,26.78645517,97425.76243,2.315720552,10704.46492,1078067.532,11541.31537,3,0:14,0,1.456,1.419118286
94,AUI-10302,"722 Alameda St, Los Angeles, CA",34.0328079,-118.238363,90021,6037206031,872843.425,208339.0446,273857.5804,308598.0457,82048.75434,263378.8826,163837.9017,99540.98091,102185.8208,49562.58293,53824.9283,57805.55056,250631.5848,587864.8102,2679.742044,49292.84385,399909.1504,36268.06209,251653.1738,59380.40677,67157.6413,265436.7703,225943.0062,39493.76415,76564.03153,298541.071,28151.74202,52216.30992,20485.50918,514.5183039,52805.90647,24745.18305,14407.58531,282110.303,18731.4204,460205.685,0.503119409,31.19632509,44359.10121,3.231796203,16095.23429,466794.8211,4646.826297,84,142:56:00,16.11,582.168,13.99283476
95,AUI-10287,"2900 S Sepulveda Blvd, Los Angeles, CA",34.0286577,-118.4290429,90064-1508,6037271702,549518.3602,83268.59659,177385.2769,209406.0828,79458.40381,243794.7421,110141.8924,133652.8497,13052.19282,19940.79046,54699.15479,156102.604,131710.3867,401082.0264,328.8728598,25856.93702,309554.8477,18705.32786,146900.5287,36486.14397,40746.23337,228444.6399,210789.8636,17654.7763,17123.05258,193990.5322,31539.53199,59694.94162,23794.38567,535.456256,49949.02583,8590.48466,23402.23744,266825.9901,23031.24802,464932.0374,-0.223087959,26.29830616,105269.642,2.279657571,10424.05212,1173943.602,12439.26514,95,403:47:00,0,1778.145,1.292548628
96,AUI-10321,"6510 Forest Lawn Drive, Los Angeles, CA",34.1463664,-118.3334931,91522,6037189701,431476.6447,62882.091,129361.2526,180664.2476,58569.0534,193622.4667,88638.54612,104983.9206,17114.93675,26662.62684,54794.41469,95050.48842,84280.4077,335471.9157,394.5572897,12693.01997,245569.1145,19999.73503,109416.8537,35278.53403,42245.45404,185439.8207,171022.3448,14417.47589,14319.18485,163823.0429,18576.34905,46459.91533,16372.46844,337.338787,34910.67367,14365.9421,14846.67718,211637.134,18014.66735,363390.6036,0.993714915,25.89067076,90321.38471,2.319713272,7969.853786,921922.9133,7070.544617,53,56:08:00,6.69,345.558,1.461051094
97,AUI-10322,"11320 Laurel Canyon Blvd, Los Angeles, CA",34.2760489,-118.4498162,91340,6037109500,432062.9036,108307.3954,111625.732,163700.5328,48429.24351,112299.0389,88950.02003,23349.01889,32820.90023,26410.14151,29300.60972,23767.38745,122374.0024,293660.6163,850.166607,24430.3784,203520.9337,14990.50899,118565.882,13251.34422,16925.84938,171373.8251,147039.0541,24334.77105,25411.39985,142681.8132,21655.49627,25991.05486,12814.95107,377.6182888,29694.54,8843.261617,14053.5723,116591.6505,4292.611607,210936.3034,-0.3638768,32.42304301,74499.4278,3.657649456,7979.961938,464174.5,1806.387423,24,33:04:00,20.82,203.881,2.250430818
98,AUI-10317,"8309 Louise Ave, Los Angeles, CA",34.221544,-118.5102314,91325,6037115401,521049.4858,118173.3423,135259.8508,204609.351,63006.94164,162954.4331,113970.3675,48984.06557,29196.43711,32140.56086,48758.87195,52858.56314,145223.6769,356851.8986,917.2968917,28086.74382,259460.6424,19824.96636,137576.4263,24765.71187,29776.25385,211833.1336,184617.8034,27215.3302,31082.85532,178838.5905,25149.87778,39243.19627,15894.99764,333.9802263,38727.58192,11240.43184,17840.07308,170104.6616,7150.228527,308343.026,-0.361076134,32.02542819,76905.56819,3.189877627,9616.729951,556097.2868,4409.946988,18,65:08:00,6.39,217.796,3.99661418
99,AUI-10310,"7537 Balboa Blvd, Los Angeles, CA",34.207544,-118.501288,91406-5441,6037131900,543811.3638,123954.966,143111.0075,212851.5374,63893.85296,174161.8817,119255.4187,54906.46304,31514.94599,33553.00327,51191.12486,57902.80762,149911.0361,373568.0189,1026.17769,28700.10092,272418.5755,21292.79798,140388.2798,27970.36469,34539.55216,220790.6104,193409.9534,27380.65704,33696.95619,187425.9714,25354.70365,43105.38817,16121.98927,410.5230861,39340.77057,12056.10785,17651.75806,181823.7969,7661.915181,329548.1132,-0.319224627,32.20725439,77187.36837,3.129887673,10037.39403,598916.5129,5061.424419,2,0:03,0,0.215,2.150006003
100,AUI-10313,"18099 Rinaldi street, Los Angeles, CA",34.2786448,-118.5274194,91344-1701,6037108103,229221.8078,46373.94083,54403.93458,91677.0135,36766.91888,72191.16321,53142.10267,19049.06054,6325.764876,11985.34983,22195.62237,31684.42614,64864.87552,157340.7459,231.8226786,13122.15043,113702.0875,6802.440257,68857.32395,6763.983362,7576.171445,96089.05913,85563.79503,10525.2641,8433.412013,72549.86856,14891.23333,17190.45246,8861.973507,208.5596466,21379.78267,4467.78226,11678.42352,75704.0869,3512.923686,138277.322,-0.676431012,33.26507574,100031.4802,3.090186302,4220.782197,630398.7436,3200.970941,23,39:59:00,17.5,192.641,1.451776501
101,AUI-10312,"21900 Plummer St, Los Angeles, CA",34.2424122,-118.6042211,91311,6037113237,269404.5684,55608.49299,66654.0369,109135.1455,38006.89301,88037.84295,62355.29871,25682.54425,11099.96355,15231.58687,26872.30089,34833.99164,70034.31596,190122.5893,453.8591169,13029.38934,138685.5158,8974.325242,73224.3739,11126.38349,12169.13565,113777.4848,99405.89981,14371.58497,12961.67874,96084.81438,12740.97531,20307.87758,9271.315561,280.5329964,23468.98266,5188.583882,11165.81298,91826.01049,3788.167541,168348.7414,-0.455218825,28.0361938,79816.08044,2.526833568,4973.582454,519545.2898,2623.916753,40,152:41:00,9.45,610.003,1.011310612
102,AUI-10307,"10567 Mason Ave, Los Angeles, CA",34.261771,-118.5798527,91311,6037113101,244921.6048,50012.68305,61063.95406,98154.7995,35690.16815,78118.1863,56271.48871,21846.69759,9050.400497,13027.39657,24321.27039,31719.11885,67982.03475,168700.4555,340.7554726,13656.76829,124370.5126,7812.585126,69399.74522,9643.395771,10481.24657,102256.1922,89448.24562,12807.94659,10847.93233,83327.17415,13325.83234,18491.56073,8996.232048,229.7133129,21403.00912,4490.700941,10644.78558,81761.84214,3643.655839,149756.8247,-0.52543214,30.95672979,89814.83385,2.754967777,4515.752513,592923.3709,2900.542256,12,9:38,2.36,55.592,1.975336196
103,AUI-10387,"5350 San Vicente Blvd, Los Angeles, CA",34.0525027,-118.3512399,90019,6037217100,823946.0025,143004.9679,252505.8574,326213.3004,102221.8768,343272.0142,163420.2856,179851.7286,50681.82969,49877.73301,85335.01125,157377.4403,183871.8913,613923.0779,1181.837385,30093.0218,452366.7202,32671.29454,210826.7946,68327.91494,78201.47679,324106.1056,295324.59,28781.51561,44461.40591,305703.3785,33998.65492,83079.50959,28901.62984,683.547309,65219.13652,20787.69426,25133.29965,378643.8491,35371.83481,630249.7626,0.038157529,29.81919775,77187.43011,2.435209656,15157.85993,970130.4312,8878.045018,8,53:15:00,4.1,103.377,2.35456763
104,AUI-10294,"1143 S Beverly Dr, Los Angeles, CA",34.0565394,-118.3964782,90035,6037269100,556824.9143,82324.00825,184262.4065,213955.7588,76282.74079,249695.5025,107142.5151,142552.9874,15707.27314,23204.33613,60672.30432,150111.5889,131260.3567,410091.9903,222.6714823,25000.79098,315937.7173,19274.3888,148268.0502,40089.12818,46714.58307,235862.5612,219022.222,16840.3392,17522.07671,199790.4122,31087.44081,61268.70119,23320.54088,470.6222472,49610.36501,10163.16689,21508.76311,274772.4015,25076.89905,473810.2093,-0.249923079,27.14209624,107889.6184,2.336480148,10253.28263,1234414.148,10714.08126,33,117:46:00,2.83,653.716,1.317569171
105,AUI-10292,"664 S Central Ave, Los Angeles, CA",34.0372306,-118.2405573,90021,6037206300,878571.2126,204833.3994,277306.2091,312612.986,83818.61805,271197.3325,165031.4343,106165.8982,100047.3244,50215.50294,56072.57193,64861.93328,248777.2004,595912.8649,2629.829454,48607.50435,408407.7104,36070.86089,252138.0364,61130.15623,68838.84374,269705.0482,230749.0578,38955.99041,75082.85318,301872.4786,28783.12945,55489.32385,21744.31672,518.4617328,53552.23514,24782.82364,14873.74697,291592.0183,20394.68581,474416.389,0.483873701,31.21495551,45272.96492,3.175943127,16205.73854,481317.1196,4932.08122,12,8:07,0,32.999,1.304687105
106,AUI-10295,"5931 W 18th St, Los Angeles, CA",34.0438008,-118.3715329,90035,6037216700,657041.5493,110256.0257,190070.8392,264995.9412,91718.74327,286035.3791,134647.0663,151388.3127,27824.38913,34401.41966,72815.36594,150994.2043,140927.0532,496155.3383,499.987977,21374.66002,364756.6725,23666.45134,170129.2574,48373.21108,56606.20586,276837.4185,254975.6873,21861.73123,28655.92081,237235.0838,33168.57027,68389.92766,25404.786,558.3047661,59649.93214,14667.97864,26087.93559,313948.6228,27913.24379,537879.118,-0.117357043,28.54497207,87201.24546,2.386057213,12096.5914,1031427.032,9536.432867,57,228:20:00,20.42,1186.088,3.435742402
107,AUI-10296,"6299 W 87th St, Los Angeles, CA",33.9585605,-118.3947537,90045,6037278001,399677.1721,81169.67092,105995.8222,161943.905,50567.77394,152592.8232,87986.89514,64605.92803,19607.58815,19710.9237,45130.24608,68144.06524,99160.71162,285285.8628,624.9989404,17487.46584,210280.9352,15985.00591,100259.65,23134.29734,24618.29242,169263.9108,151585.6324,17678.27842,23944.23629,140612.357,24240.05859,30145.79529,14943.87764,338.8466398,33643.93193,7282.211693,19699.41967,162744.6335,10151.81038,292137.3871,-0.149106641,29.17897897,89152.54153,2.590080296,7984.080566,810972.3795,5549.203714,58,89:10:00,16.14,206.503,2.115453584
108,AUI-10290,"1398 S Orange Grove Ave, Los Angeles, CA",34.0514741,-118.3655228,90019,6037216900,701353.8317,118410.8325,206807.2293,282937.8564,93197.91343,304300.4583,141619.7535,162680.7048,33948.35153,39485.29119,76414.19039,154452.6251,149412.8919,530555.2582,731.1594172,22935.00789,391495.4026,25926.61151,177947.4334,55570.92717,63701.98504,291070.1192,268012.2159,23057.90327,32177.89263,258826.66,32174.03084,74154.02544,25727.23593,613.4504512,60630.3313,16357.06534,24979.8266,336029.3661,31728.9078,567119.321,-0.109692479,28.82752103,86819.99023,2.389533971,12906.74581,1054837.854,9479.997175,45,103:59:00,5.02,543.671,4.022374489
109,AUI-10318,"2442 Marengo St, Los Angeles, CA",34.0539241,-118.20177,90033,6037203200,598000.7649,130548.1454,174751.4865,221942.1274,70759.00562,188560.6234,117910.1918,70650.43158,63540.43889,32531.31912,41275.47245,51213.39296,156230.0649,420158.1751,1557.028858,28692.74274,278443.5982,23762.24184,180528.9241,35736.90846,37887.4387,201007.66,172830.3814,28177.27864,41208.89654,197850.6089,27947.00856,34910.50157,17274.65559,460.8236062,46205.08076,17948.00725,14583.55354,201773.3347,13212.71126,337512.5557,0.193954481,30.65711432,55270.12131,3.061497029,11044.70156,509712.4602,5092.718801,17,55:35:00,0.97,134.4,1.740116434
110,AUI-10319,"10108 Mason Avenue, Los Angeles, CA",34.254167,-118.579712,91311,6037113322,286713.3576,59140.98827,71723.38137,115159.7208,40689.26717,90661.29405,65267.80906,25393.48499,11634.27161,15605.03981,28272.08861,35149.89402,79144.72493,198018.7062,467.4137049,15737.21531,145828.1402,9255.0824,80298.91653,11214.34839,12674.37824,119862.0782,104452.8828,15409.19547,13475.64355,99025.71471,14997.0101,21323.67038,10213.55193,268.1930851,24621.89954,5354.238703,11974.66575,94760.82633,4099.532283,173445.8231,-0.504603598,31.13692799,88034.19564,2.808821194,5289.23823,583221.5385,2988.909951,10,4:23,0.06,30.298,1.839330884
111,AUI-10316,"3022 S Grand Ave, Los Angeles, CA",34.0226929,-118.274234,90007,6037224600,985982.3742,228068.3815,304057.2707,358849.567,95007.1549,315043.3073,187617.1807,127426.1265,104219.6785,62526.89314,72476.96757,75819.76802,271689.3128,675844.6573,2830.300361,52767.59227,459289.0205,38880.23256,284628.9561,69325.46049,83189.65624,308111.6398,266520.2403,41591.39953,86099.22121,334410.0557,34093.75191,66222.85823,24003.12607,559.2285458,62034.35175,29275.34367,20288.29856,339199.1263,24155.81906,553013.5989,0.590555384,32.61610287,43281.13405,3.099429643,18162.5005,497008.521,4836.333564,11,19:02,24.73,115.661,1.362440864
112,AUI-10281,"3000 W Slauson Ave, Los Angeles, CA",33.9887353,-118.3256819,90043,6037234700,779530.9533,191475.811,218861.3081,287761.1973,81432.63689,243952.7042,158650.0207,85302.68349,69249.33347,50793.53877,73668.08974,50241.74217,226424.8592,521293.1726,1873.126862,45494.39816,347583.4142,33126.68005,228583.8381,41711.55793,58914.12174,269168.1339,235149.9206,34018.21329,72854.10821,244149.0096,39207.66901,42877.31364,20943.92008,405.5018474,57520.7234,22368.00007,29346.31248,259434.1405,15481.43632,446223.8881,0.621729152,32.93495238,53567.57039,3.046657617,14345.6936,485895.6251,2853.111227,8,11:21,15.24,40.543,2.85159023
113,AUI-10324,"11009 S Figueroa St, Los Angeles, CA",33.9354416,-118.2829569,90044,6037241202,753526.5844,213035.2421,200483.6811,270542.7696,69464.8916,209625.6227,155473.4198,54152.20299,70554.93909,51866.66118,60998.16563,26205.85684,222340.1812,497048.669,2274.291802,43692.52834,319832.4993,30471.06608,214044.6257,34578.62274,46608.61853,262631.8418,226141.2768,36490.56501,78761.98167,236479.3058,37129.07509,32002.00821,13823.87458,398.2355972,49652.72921,20466.17613,23124.91742,219634.7081,10009.08534,387683.1542,0.671846371,32.1788923,48377.19642,3.574139782,13875.37702,372818.8768,1582.005393,19,36:13:00,5.64,229.025,1.295672373
114,AUI-10323,"1033 W Pacific Coast Hwy, Los Angeles, CA",33.7906825,-118.2762558,90744-4522,6037294301,318019.7809,75446.22295,74672.59552,123202.898,44698.06448,98585.92124,72008.24363,26577.67761,19835.46499,19209.2071,30160.78179,29380.46737,84522.19714,221002.5234,861.7250701,15356.44945,149644.67,11527.33175,89456.02173,13035.58686,12487.53451,126816.5712,113200.3011,13616.27007,20296.8023,109329.0864,16201.81263,15231.86554,8575.970925,305.9344107,27424.08541,6971.532204,15675.76365,103789.9877,5204.066485,187440.8765,-0.155283649,27.62066977,73685.45116,2.982933992,5893.558213,529858.3445,2710.510057,11,19:08,25.79,54.667,1.357873326
115,AUI-10311,"5160 Vineland Avenue, Los Angeles, CA",34.1641232,-118.3696155,91601,6037125501,405748.2196,73787.17129,111310.4955,168251.5575,52398.99528,161670.2624,89507.06831,72163.19405,18504.26723,23439.34806,48816.6353,70910.01177,90717.25991,302298.6273,427.6577562,15692.10081,218110.1224,16873.30248,105504.0878,25296.92367,31893.86606,175564.8109,160141.0636,15423.74728,17770.50434,147962.3996,17031.04579,40468.99056,12416.79947,230.8870017,33107.59333,9997.587197,14925.79682,173223.1682,11552.90586,309739.4258,0.305531451,28.98729898,91011.41719,2.542645371,7516.636709,876414.371,6875.145615,101,282:39:00,77.95,1012.329,5.510189462
116,AUI-10299,"11410 Burbank Blvd, Los Angeles, CA",34.1718483,-118.3797377,91601,6037125200,444242.6629,84330.21144,122160.0958,182731.4936,55020.86205,171289.9485,97805.76442,73484.18411,21840.97686,25730.04488,51748.04495,71970.88184,102244.1648,327226.5652,550.9365947,17843.39067,236781.5982,18557.8444,114378.9161,27038.08633,34368.23012,190765.0013,172878.8175,17886.18375,20845.72621,161837.0181,18916.13834,42278.90267,13468.16354,281.3755176,34981.52971,10474.85277,15777.7265,182095.8357,10805.8872,327931.692,0.079986719,30.1360138,86652.19349,2.661953255,8237.774745,801517.4017,6762.459415,20,73:54:00,26.35,210.059,1.777748628
117,AUI-10320,"21365 Erwin St, Los Angeles, CA",34.182931,-118.59696,91367,6037134905,334499.8015,70185.96131,78964.13981,137406.9379,47942.76249,112634.4925,78022.35254,34612.13997,13351.30785,18859.58371,33840.81143,46582.78953,84303.17037,238297.3851,495.1663408,15500.58005,170561.4232,11267.89593,90943.50521,13788.49363,16266.57825,139155.8789,122698.8605,16457.01842,16945.07791,117352.7674,14095.43225,29020.42877,9802.675655,290.1190967,29840.41774,6916.476805,13594.66323,118080.2808,5445.788248,215027.2137,-0.531441799,33.777446,101767.1444,2.904774553,6175.529228,755724.6163,3983.656026,28,114:06:00,11.75,443.529,1.236603364
